idx,Destino_ID,lat,lon
770,9100749745,41.537544,2.440144
771,9100750130,41.547612,2.221660
772,9100750645,41.608879,2.290621
773,9100750960,41.554961,2.268810
774,9100751000,41.408296,2.138411
775,9100751056,41.932157,2.253376
776,9100751813,41.554576,1.949556
777,9100751859,41.617894,2.287884
778,9100751879,41.612566,2.286896
779,9100752144,41.943181,2.257568
780,9100752651,41.932157,2.253376
781,9100752742,41.553719,2.267259
782,9100752860,41.924354,2.250692
783,9100755440,41.925066,2.245647
784,9100755589,41.638890,2.233625
785,9100755674,41.612891,2.294838
786,9100755818,41.930727,2.249510
787,9100755962,41.548012,2.221219
788,9100756188,42.047343,2.263495
789,9100756365,41.610075,2.290380
790,9100756398,41.537305,2.212044
791,9100756811,41.567321,2.228649
792,9100756820,41.615328,2.290970
793,9100756958,41.578952,2.236280
794,9100757467,41.518508,2.232798
795,9100757477,41.518716,2.232612
796,9100758135,42.000020,2.284108
797,9100758269,41.613701,2.296286
798,9100758280,41.617027,2.296852
799,9100758360,41.602315,2.199076
800,9100759429,41.953292,2.262327
801,9100759612,41.572719,2.236508
802,9100759982,42.002773,2.281916
803,9100760072,41.929817,2.257919
804,9100760131,41.541186,2.214040
805,9100761572,41.597535,2.288429
806,9100761780,38.415470,-0.960269
807,9100761848,41.558080,2.218887
808,9100762486,41.593655,2.288749
809,9100762714,41.536464,2.205967
810,9100764052,41.597993,2.284474
811,9100764101,41.535861,2.210398
812,9100764653,41.632410,1.003074
813,9100764737,41.617894,2.287884
814,9100764980,41.618894,2.297281
815,9100765851,41.592940,2.290122
816,9100766575,41.928472,2.259685
817,9100766615,42.001774,2.281600
818,9100767153,41.554918,2.216636
819,9100767161,41.930572,2.253135
