idx,Destino_ID,lat,lon
820,9100767546,41.533475,2.217542
821,9100767754,41.926198,2.246843
822,9100767890,41.218988,1.723466
823,9100771401,41.928087,2.246984
824,9100772092,41.271524,1.977855
825,LOG_CENTRAL_01,40.416800,-3.703800
826,LOG_ESTE_03,40.430000,-3.550000
827,LOG_NORTE_02,40.489000,-3.682000
828,LOG_OESTE_09,40.420000,-3.820000
829,LOG_SUR_05,40.350000,-3.715000
